Was, wenn aus unserem Kind doch ein kleiner Tyrann wird…? Müssen wir nicht doch irgendwie Grenzen ziehen? Denn unsere Kinder müssen ja nicht nur innerhalb der Familie bestehen, sondern auch draußen in der Gesellschaft. Sie müssen sich im Kindergarten oder in der Schule in Gruppen einfügen können. Auch später im Job sollten sie nicht ständig <b>anecken</b>.	"<b>anecken </b>(ist angeeckt) :<br/>[<b>bei</b> jdm] [<b>mit</b> etw] <b>anecken</b> : [ugs] Missfallen erregen / durch unpassendes Verhalten unangenehm auffallen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet8818"">lookup</a>"
Wegen seiner Kleidung <b>eckte</b> er <b>beim</b> Chef <b>an</b>	"<b>anecken </b>(ist angeeckt) :<br/>[<b>bei</b> jdm] [<b>mit</b> etw] <b>anecken</b> : [ugs] Missfallen erregen / durch unpassendes Verhalten unangenehm auffallen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet8818"">lookup</a>"
Unser Hund hat den Briefträger <b>angefallen</b>.	"<b>anfallen </b>:<br/>jdn <b>anfallen</b> : [transitive] angreifen (meist ist der Angreifer ein Tier) <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet8884"">lookup</a>"
Beim Prüfkonzern Dekra <b>fielen</b> 2020 rund zwei Drittel des pandemiebedingten Umsatzeinbruchs von etwa 200 Millionen Euro nach Unternehmensangaben im Geschäftsfeld Zeitarbeit <b>an</b>.	"<b>anfallen </b>:<br/>(ist angefallen) [intransitiv, gehoben, Amtssprache] : auftreten / etwas entsteht immer wieder oder ist ständig vorhanden <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet8946"">lookup</a>"
Das bedeutet aber nicht, dass die Inzidenz vollkommen unwichtig werde, sagt Meyer-Hermann. Sie sei weiterhin der ‚beste Indikator‘. Trotz Impfung lasse sich aus ihr die zu erwartende Belastung des Gesundheitssystems ablesen, lediglich die Höhe, ab der es kritisch wird, verschiebe sich nach oben. Und die Zahl der Neuinfektionen besagt weiterhin, wie viel Arbeit in den Gesundheitsämtern bei der Kontaktnachverfolgung <b>anfällt</b>.	"<b>anfallen </b>:<br/>(ist angefallen) [intransitiv, gehoben, Amtssprache] : auftreten / etwas entsteht immer wieder oder ist ständig vorhanden <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet8946"">lookup</a>"
Wenn man die Oberfläche eines Gegenstandes <b>anfühlt</b>, kann man feststellen, ob sie wirklich glatt ist.	"<b>anfühlen</b> :<br/>[transitiv] etwas mit den Fingern berühren <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet8989"">lookup</a>"
Es <b>fühlt sich</b> nach reiner Schikane der Krankenkassen <b>an</b>.	"<b>anfühlen</b> :<br/><b>sich anfühlen</b> : so vorkommen wie, beim Erleben, Durchführen o. Ä. ein bestimmtes Gefühl vermitteln oder bestimmte Emotionen hervorrufen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9063"">lookup</a>"
Cord <b>fühlt sich</b> weich und warm <b>an</b>.	"<b>anfühlen</b> :<br/><b>sich anfühlen</b> : so vorkommen wie, beim Erleben, Durchführen o. Ä. ein bestimmtes Gefühl vermitteln oder bestimmte Emotionen hervorrufen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9063"">lookup</a>"
Ein Mann ist so alt, wie er sich fühlt; eine Frau ist so jung, wie sie <b>sich anfühlt</b>.	"<b>anfühlen</b> :<br/><b>sich anfühlen</b> : so vorkommen wie, beim Erleben, Durchführen o. Ä. ein bestimmtes Gefühl vermitteln oder bestimmte Emotionen hervorrufen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9063"">lookup</a>"
Empörung über das Vorgehen der spanischen Polizei war in Brüssel durchaus zu hören – wenn auch nicht von den hohen Repräsentanten der EU. Sie vermieden es bisher, inhaltlich zu dem Konflikt Stellung zu beziehen. 'Für die EU-Kommission ist das eine interne <b>Angelegenheit</b> Spaniens', sagt der Vizepräsident der Kommission, Frans Timmermans.	"die <b>Angelegenheit</b> : Sachverhalt, dessen Lösung oder Erledigung für jemanden von [großer] Bedeutung ist; Sache, Problem (affair / matter / issue) <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9133"">lookup</a>"
Offiziell äußert sich die Bundesregierung nur sehr vage zu diesem Streit und ihren Plänen. Der BND selbst schweigt, wie immer in solchen Fällen: Zu 'geheimhaltungsbedürftigen <b>Angelegenheiten</b>' äußere man sich nur 'gegenüber der Bundesregierung und den zuständigen parlamentarischen Gremien'.	"die <b>Angelegenheit</b> : Sachverhalt, dessen Lösung oder Erledigung für jemanden von [großer] Bedeutung ist; Sache, Problem (affair / matter / issue) <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9133"">lookup</a>"
Im Berufungsverfahren sei man <b>auf </b>das 'Glücksrad der Juristerei' <b>angewiesen</b>, weil unklar sei, welchen der 29 Richter man erwische.	"<b>auf</b> etw. <b>angewiesen</b> : von etwas oder jemandem abhängen, etwas benötigen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9257"">lookup</a>"
Als Arbeitsloser ist man <b>auf </b>Hilfe vom Staat <b>angewiesen</b>.	"<b>auf</b> etw. <b>angewiesen</b> : von etwas oder jemandem abhängen, etwas benötigen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9257"">lookup</a>"
Als auxotroph bezeichnet man Organismen, die bestimmte essentielle Substanzen nicht selbstständig synthetisieren können. Somit sind sie dar<b>auf</b> <b>angewiesen</b>, diese Stoffe aus der Umwelt aufzunehmen.	"<b>auf</b> etw. <b>angewiesen</b> : von etwas oder jemandem abhängen, etwas benötigen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9257"">lookup</a>"
Nach FBI-Angaben gibt es keine <b>Anhaltspunkte</b> dafür, dass das Attentat einen terroristischen Hintergrund hat.	"der <b>Anhaltspunkt</b> (-e) [für etw] : etwas, das einen Hinweis für die Richtigkeit einer Annahme gibt <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9314"">lookup</a>"
Denn beim Rückblick auf das vergangene Jahr fielen mir <b>auf Anhieb</b> nur schlechte Nachrichten ein: Autokraten, Diktatoren, illiberale Demokratien werden mächtiger.	"<b>auf Anhieb</b> : gleich beim ersten Versuch, beim ersten Mal, von Anfang an <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9355"">lookup</a>"
Unser Test hat <b>auf Anhieb</b> funktioniert.	"<b>auf Anhieb</b> : gleich beim ersten Versuch, beim ersten Mal, von Anfang an <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9355"">lookup</a>"
Wähle einfach den gewünschten <b>Anlass</b> aus, gebe die nötigen Einladungsdaten ein und generiere dir deinen persönlichen Einladungstext.	"der <b>Anlass</b> (Anlässe) :<br/>ein meist feierliches gesellschaftliches Ereignis <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9408"">lookup</a>"
Wenn man ein gemeinsames Thema abseits der Arbeit gefunden hat, kann man es <b>zum Anlass nehmen</b>, später Kontakt aufzunehmen.	"der <b>Anlass</b> (Anlässe) :<br/>ein meist feierliches gesellschaftliches Ereignis <br/><b>zum Anlass nehmen</b>, etw zu machen : eine Gelegenheit nutzen, um etwas zu tun <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9462"">lookup</a>"
Deshalb sehe er auch keinen <b>Anlass</b>, von seinem Amt als Präsident der Länderkammer zurückzutreten	"der <b>Anlass</b> (Anlässe) :<br/>ein Grund, der den Zweck einer Handlung oder eines Verhaltens erklärt, beziehungsweise ein Beweggrund <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9522"">lookup</a>"
Aus <b>Anlass</b> des 100-Geburtstages des Dichters wurde ein Fest gefeiert.	"der <b>Anlass</b> (Anlässe) :<br/>ein Grund, der den Zweck einer Handlung oder eines Verhaltens erklärt, beziehungsweise ein Beweggrund <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9522"">lookup</a>"
Wenn du ein bisschen mehr <b>Anlauf</b> nimmst, kannst du weiter springen.	"der <b>Anlauf</b> (-läufe) :<br/>[Sport] ein kurzer, schneller Lauf, um die nötige Geschwindigkeit für einen Sprung oder einen Wurf zu bekommen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9577"">lookup</a>"
den <b>Anlauf</b> verkürzen	"der <b>Anlauf</b> (-läufe) :<br/>[Sport] ein kurzer, schneller Lauf, um die nötige Geschwindigkeit für einen Sprung oder einen Wurf zu bekommen <br/>[Sport] die Strecke für den Anlauf <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9602"">lookup</a>"
etwas bereits im ersten <b>Anlauf</b> schaffen	"der <b>Anlauf</b> (-läufe) :<br/>Versuch (insbesondere ‚Anlauf machen/nehmen‘) <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9654"">lookup</a>"
einen neuen <b>Anlauf</b> machen/nehmen = etwas noch einmal versuchen	"der <b>Anlauf</b> (-läufe) :<br/>Versuch (insbesondere ‚Anlauf machen/nehmen‘) <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9654"">lookup</a>"
der <b>Anlauf</b> der Produktion	"der <b>Anlauf</b> (-läufe) :<br/>Das Einsetzen / der Beginn einer Tätigkeit / Aktion / oder Ähnliches <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9679"">lookup</a>"
einen Park / ein Beet <b>anlegen</b>	"<b>anlegen</b> :<br/>[transitiv] etwas zu einem bestimmten Zweck entwerfen und gestalten / etwas erschaffen oder erstellen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9772"">lookup</a>"
Horst Seehofer plant eine breit <b>angelegte</b> Studie zu Rassismus in Deutschland und das ist erst mal keine gute Nachricht.	"<b>anlegen</b> :<br/>[transitiv] etwas zu einem bestimmten Zweck entwerfen und gestalten / etwas erschaffen oder erstellen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9772"">lookup</a>"
Israel ist die regionale Supermacht mit der Bombe in der Hinterhand. Der Hightech-Staat ist letztlich verlässlicher als das große Amerika, das unter Obama (2008-2016) heftig mit den Chameinisten [d.h. mit dem Iran] füßelte [sich als zärtliche Geste gegenseitig mit den Füßen berühren] und so – welche Ironie! – die Trasse [der (geplante) Verlauf einer Straße, Bahnlinie] von Israel zu den Golf-Arabern [d.h. den Vereinigten Arabischen Emiraten und Bahrain] <b>anlegte</b>.	"<b>anlegen</b> :<br/>[transitiv] etwas zu einem bestimmten Zweck entwerfen und gestalten / etwas erschaffen oder erstellen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9772"">lookup</a>"
Heute habe ich das Inhaltsverzeichnis <b>angelegt</b>.	"<b>anlegen</b> :<br/>[transitive] etwas nach einem bestimmten System gestalten / [mehr oder weniger] erstellen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9796"">lookup</a>"
Er <b>legte </b>das Lineal an die Skizze <b>an </b>und zog einen dicken Strich	"<b>anlegen</b> :<br/>[transitiv] etw. [<b>an </b>etw] <b>anlegen </b>: etwas so an etwas legen, setzen oder stellen, dass es damit in Berührung kommt <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9936"">lookup</a>"
<b>Leg </b>den Dominostein doch dort <b>an</b>!	"<b>anlegen</b> :<br/>[transitiv] etw. [<b>an </b>etw] <b>anlegen </b>: etwas so an etwas legen, setzen oder stellen, dass es damit in Berührung kommt <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9936"">lookup</a>"
Der schrecklichste, machtversessenste, machtvergessenste und wohl schlicht verrückte römische Kaiser [Kaiser Nero]: Er ist der historische Maßstab, den die Demokraten in der Schlussphase des Wahlkampfs offenbar <b>an</b> die Regierungsleistung des amtierenden US-Präsidenten [d.h. Trump] <b>anlegen</b> werden, bevor am 3. November die Abstimmung selbst stattfindet.	"<b>anlegen</b> :<br/>[transitiv] etw. [<b>an </b>etw] <b>anlegen </b>: etwas so an etwas legen, setzen oder stellen, dass es damit in Berührung kommt <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet9936"">lookup</a>"
Fast hätte ich <b>mich mit</b> ihm <b>angelegt</b>.	"<b>anlegen</b> :<br/><b>sich mit </b><b>jdm</b><b>. anlegen</b> : einen Streit anfangen / absichtlich einen Streit mit jdm provozieren <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet10003"">lookup</a>"
sein Geld gewinnbringend/<b>in </b>Aktien <b>anlegen</b>	"<b>anlegen</b> :<br/>[transitiv] etw. [<b>in </b>etw.] <b>anlegen </b>: Kapital so einsetzen, dass es Gewinn bringt / investieren <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet10082"">lookup</a>"
Er möchte sein Geld <b>in </b>Immobilien <b>anlegen</b>.	"<b>anlegen</b> :<br/>[transitiv] etw. [<b>in </b>etw.] <b>anlegen </b>: Kapital so einsetzen, dass es Gewinn bringt / investieren <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet10082"">lookup</a>"
Wie viel wollen Sie <b>für </b>das neue Klavier <b>anlegen</b>?	"<b>anlegen</b> :<br/>etw. [<b>für </b>etw.] <b>anlegen </b>: eine bestimmte Summe Geld für einen meist ziemlich großen Gebrauchsgegenstand ausgeben <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet10139"">lookup</a>"
Das Schiff wird morgen in Hamburg <b>anlegen</b>.	"<b>anlegen</b> :<br/>[intransitiv] ein Schiff kommt im Hafen an und wird festgemacht <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet10163"">lookup</a>"
Die Mutter <b>legt </b>dem Kind ein Lätzchen <b>an</b>.	"<b>anlegen</b> :<br/>[transitiv] ein [besonders elegante / teure] Kleidungsstück anziehen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet10198"">lookup</a>"
jdm. einen Verband / Fesseln <b>anlegen</b>	"<b>anlegen</b> :<br/>[jdm] etw. anlegen : [bei jdm] etwas so anbringen / befestigen, dass es hält <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet10258"">lookup</a>"
Die Soldaten <b>legten </b>die Gewehre <b>an</b>.	"<b>anlegen</b> :<br/><b>[auf </b><b>jdn</b><b>/ein Tier/etw.] anlegen</b> : mit einer Feuerwaffe ein Ziel anvisieren <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet10313"">lookup</a>"
Künstler, die <b>bei</b> der Umsetzung ihrer Kreationen <b>selbst Hand anlegen</b> möchten, sind uns herzlich willkommen	"<b>anlegen</b> :<br/><b>[bei etw. [selbst] mit] Hand anlegen</b> : bei etwas mit körperlichem Einsatz helfen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet10361"">lookup</a>"
<b>strenge Maßstäbe</b> bei der Beurteilung eines Verhaltens <b>anlegen</b>	"<b>anlegen</b> :<br/><b>einen strengen Maßstab [an </b><b>jdn</b><b>/</b><b>etw</b><b>] anlegen</b> : jdn/etw. streng beurteilen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet10449"">lookup</a>"
Er hat <b>es </b>nur <b>auf </b>einen Streit <b>angelegt</b>.	"<b>anlegen</b> :<br/><b>es auf etw.[</b><b>Akk</b><b>] anlegen</b> : bewusst so handeln, dass negative Konsequenzen daraus entstehen können <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet10532"">lookup</a>"
Niemand sollte <b>es drauf anlegen</b>, sich zu infizieren.	"<b>anlegen</b> :<br/><b>es auf etw.[</b><b>Akk</b><b>] anlegen</b> : bewusst so handeln, dass negative Konsequenzen daraus entstehen können <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet10532"">lookup</a>"
die Rückgabe eines Buches / eine Zahlung <b>anmahnen</b>	"<b>anmahnen</b> : [transitiv] jdn schriftlich daran erinnern, dass er etwas noch nicht bezahlt hat oder etwas Ausgeliehenes noch nicht zurückgegeben hat <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet10639"">lookup</a>"
Deutschland verzeichnet starken Rückgang der erwerbsfähigen Bevölkerung: Die Überalterung der deutschen Gesellschaft schreitet weit schneller voran als in den meisten anderen EU-Ländern. Das Institut der deutschen Wirtschaft <b>mahnt</b> eine offensive Zuwanderungspolitik <b>an</b>.	"<b>anmahnen</b> : [transitiv] jdn schriftlich daran erinnern, dass er etwas noch nicht bezahlt hat oder etwas Ausgeliehenes noch nicht zurückgegeben hat <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet10639"">lookup</a>"
Das RKI hatte in einer Stellungnahme 'maximale Kontaktbeschränkungen' ab sofort bis Mitte Januar angeregt und dazu geraten, Reisen auf das absolut Notwendige zu beschränken, Restaurants zu schließen und die Schul- und Kita-Schließzeiten zu verlängern. Damit ging RKI-Chef Wieler in seinen Forderungen noch weiter... Dieser hatte ... vor 'einer erheblichen Überlastung der Krankenhäuser' gewarnt und schnelles und präventives Reagieren <b>angemahnt</b>, um einen Zusammenbruch kritischer Infrastruktur wie Kliniken, Polizei oder Feuerwehren zu verhindern.	"<b>anmahnen</b> : [transitiv] jdn schriftlich daran erinnern, dass er etwas noch nicht bezahlt hat oder etwas Ausgeliehenes noch nicht zurückgegeben hat <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet10639"">lookup</a>"
<b>sich</b> ein Privileg <b>anmaßen</b>	"<b>sich</b>[Dat]<b> </b>etw <b>anmaßen </b>: [oft abweisend] etwas tun, ohne dass man dazu fähig oder berechtigt ist (ich glaube, dass der Satz mit ‚anmaßend‘ eher zu dieser Bedeutung für ‚anmaßen‘ gehört als zu arrogant wie ‚anmaßend‘ (siehe unten)) <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet10753"">lookup</a>"
Er <b>maßt sich an</b>, über Dinge zu urteilen, die er nicht versteht.	"<b>sich</b>[Dat]<b> </b>etw <b>anmaßen </b>: [oft abweisend] etwas tun, ohne dass man dazu fähig oder berechtigt ist (ich glaube, dass der Satz mit ‚anmaßend‘ eher zu dieser Bedeutung für ‚anmaßen‘ gehört als zu arrogant wie ‚anmaßend‘ (siehe unten)) <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet10753"">lookup</a>"
Würden durch einen Boykott russischer Rohstoffe Heizkosten und Benzinpreise noch weiter explodieren, dürfte bei vielen Verbraucherinnen das eigene Portemonnaie dann nämlich doch näher sein als zerbombte ukrainische Innenstädte. Und gerade weil es <b>anmaßend</b> wäre, den Einzelnen dafür zu verurteilen, insbesondere jene, die sich eine derartige Solidarität an der Zapfsäule buchstäblich nicht leisten können, wäre es auch falsch, sich bei diesem Dilemma realpolitisch wegzuducken und es allein ans individuelle Verantwortungsgefühl auszulagern. Nach der Devise: Entscheiden Sie selbst, ob Sie am Thermostat ein Zeichen gegen Putin setzen wollen!	"<b>sich</b>[Dat]<b> </b>etw <b>anmaßen </b>: [oft abweisend] etwas tun, ohne dass man dazu fähig oder berechtigt ist (ich glaube, dass der Satz mit ‚anmaßend‘ eher zu dieser Bedeutung für ‚anmaßen‘ gehört als zu arrogant wie ‚anmaßend‘ (siehe unten)) <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet10753"">lookup</a>"
 Sein <b>anmaßendes</b> Verhalten bringt ihm keine Freunde.	"<b>sich</b>[Dat]<b> </b>etw <b>anmaßen </b>: [oft abweisend] etwas tun, ohne dass man dazu fähig oder berechtigt ist (ich glaube, dass der Satz mit ‚anmaßend‘ eher zu dieser Bedeutung für ‚anmaßen‘ gehört als zu arrogant wie ‚anmaßend‘ (siehe unten)) <br/><b>anmaßend </b>: [abwertend] mit einem übertriebenen oder nicht angemessenen Selbstbewusstsein / arrogant <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet10803"">lookup</a>"
Die Prohibition ist in vollem Gang, letzte Farce eines puritanischen Amerika, durch die das Entstehen illegaler Treffpunkte, eines lukrativen Schwarzhandels und einer <b>anmaßenden</b> Mafia gefördert wird.	"<b>sich</b>[Dat]<b> </b>etw <b>anmaßen </b>: [oft abweisend] etwas tun, ohne dass man dazu fähig oder berechtigt ist (ich glaube, dass der Satz mit ‚anmaßend‘ eher zu dieser Bedeutung für ‚anmaßen‘ gehört als zu arrogant wie ‚anmaßend‘ (siehe unten)) <br/><b>anmaßend </b>: [abwertend] mit einem übertriebenen oder nicht angemessenen Selbstbewusstsein / arrogant <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet10803"">lookup</a>"
Sein Verhalten <b>mutet</b> mich äußerst eigenartig <b>an.</b>	"<b>anmuten </b>: auf eine bestimmte [meist außergewöhnliche] Weise berühren, erscheinen oder wirken / etwas erweckt bei jemandem einen bestimmten (meist ungewöhnlichen) Eindruck <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet10917"">lookup</a>"
Es muß Thomas Mann eigenartig <b>angemutet</b> haben, sich hier als Vertreter der Zivilisation angegriffen zu sehen.	"<b>anmuten </b>: auf eine bestimmte [meist außergewöhnliche] Weise berühren, erscheinen oder wirken / etwas erweckt bei jemandem einen bestimmten (meist ungewöhnlichen) Eindruck <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet10917"">lookup</a>"
Buscetta, von Pierfrancesco Favino mit einer aus der Zeit gefallenen, antik <b>anmutenden</b> Männlichkeit kongenial verkörpert, bullig, sentimental und mit einer Schwäche für Seidenhemden, war Kronzeuge bei dem großen Prozess der Achtzigerjahre, an dessen Ende 360 Angeklagte zu insgesamt 2665 Jahren Haft verurteilt wurden.	"<b>anmuten </b>: auf eine bestimmte [meist außergewöhnliche] Weise berühren, erscheinen oder wirken / etwas erweckt bei jemandem einen bestimmten (meist ungewöhnlichen) Eindruck <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet10917"">lookup</a>"
Nach Ablauf der Beantragungsfrist setzten die Betrüger noch einen drauf und verschickten offiziell <b>anmutende</b> E-Mails, die in bedrohlichem Behördendeutsch vor den drakonischen Strafen bei unrechtmäßiger Beantragung warnten.	"<b>anmuten </b>: auf eine bestimmte [meist außergewöhnliche] Weise berühren, erscheinen oder wirken / etwas erweckt bei jemandem einen bestimmten (meist ungewöhnlichen) Eindruck <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet10917"">lookup</a>"
einen Sender/ein Schiff/ein Ziel <b>anpeilen</b>.	"<b>anpeilen </b>:<br/>[Technik] durch Peilen den Standort oder die Richtung der Bewegung von etwas bestimmen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet10957"">lookup</a>"
Expertinnen und Experten warnen daher vor einer dritten Pandemiewelle, die kurz vor dem <b>angepeilten</b> Lockerungen des Lockdowns am 7. März bereits begonnen habe.	"<b>anpeilen </b>:<br/>[ugs, scherzhaft] versuchen, ein bestimmtes Ziel zu erreichen. Hierzu: die Anpeilung.  <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet11017"">lookup</a>"
Ich <b>peile</b> in Mathematik eine 2 <b>an</b>.	"<b>anpeilen </b>:<br/>[ugs, scherzhaft] versuchen, ein bestimmtes Ziel zu erreichen. Hierzu: die Anpeilung.  <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet11017"">lookup</a>"
Sollte es zu einer unerwartet deutlichen Wahlniederlage Trumps kommen, drohen schwerwiegende politische Folgen. Je stärker das Ergebnis von den Vorhersagen abweicht, desto größer wird die Versuchung für das Trump-Lager sein, Wahlbetrug und unsaubere Methoden <b>anzuprangern</b>.	"<b>anprangern</b> : [transitiv] öffentlich anklagen, denunzieren, bloßstellen; an den Pranger stellen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet11045"">lookup</a>"
Eine Grundsatzfrage für den gesamten Westen und die <b>Anrainer</b> Chinas indes ist, wie man dem Land mittlerweile begegnen soll. Die Niederschlagung der Demokratiebewegung Hongkongs, die Forderung nach einer ‘Wiedervereinigung‘ mit Taiwan (de facto eine Drohung vor einer möglichen Invasion durch China), die Existenz von Internierungslagern in Xinjiang und die wachsenden Spannungen im Südchinesischen Meer durch die chinesische Militarisierung sorgen dafür, dass China in der Welt zunehmend als aggressive aufstrebende Supermacht wahrgenommen wird, mit wenig Skrupeln nach Innen wie nach Außen.	"der <b>Anrainer</b> (-) : [besonders süddeutsch / östereichisch] der Nachbar der auf dem Grundstück direkt nebenan wohnt <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet11108"">lookup</a>"
Dazu zählten unter anderem finanzielle <b>Anreize</b> für Kursanbieter und Lehrkräfte, 'damit ausreichend Alphabetisierungskurse angeboten werden, um den gestiegenen Bedarf zu decken.'	"der <b>Anreiz</b> (-e) : etwas, das eine Veranlassung/ Motivation darstellt, etwas Bestimmtes zu tun oder zu lassen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet11165"">lookup</a>"
Das Spiel gab keinen <b>Anreiz</b>, sich noch weitere anzusehen.	"der <b>Anreiz</b> (-e) : etwas, das eine Veranlassung/ Motivation darstellt, etwas Bestimmtes zu tun oder zu lassen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet11165"">lookup</a>"
Bislang erzielten Investoren mit kurzfristigen Anlagen so hohe Renditen, dass sie keinen <b>Anreiz</b> hatten, in längerfristige Infrastrukturprojekte einzusteigen.	"der <b>Anreiz</b> (-e) : etwas, das eine Veranlassung/ Motivation darstellt, etwas Bestimmtes zu tun oder zu lassen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet11165"">lookup</a>"
