Was wollt ihr trinken? Ich <b>____</b>' <b>____</b> <b>____</b>!	geb , einen , aus	auff , drängen , beigefügt	nach , zugelegt , dazu	austricksen , machst , fühlt
[bzgl. eines Laptops] <b>____</b> Verhältnis zwischen Gewicht und Akkulebensdauer	Ausgewogenes	Begib	Kolportage	Einsichten
Den <b>____</b> Eindruck machten im Gemälde die grünen Farbtöne.	ausgewogensten	überlässt	plumpen	räumt
In [Polizeichef von Stamford, CT] Shaws geräumigem Büro im neuen Polizeihauptquartier hängen Bilder von ihm in Uniform mit Präsident Georg W. Bush, mit Präsident Barack Obama, Vizepräsident Joe Biden und Präsident Donald Trump. Es ist eine Wand der politischen <b>____</b> und des Amtsstolzes: eine Mischung, mit der er auch seinen neuen Job begonnen hat.	Ausgewogenheit	Überstürze	Errungenschaft	Schachtel
Zasha könnte den Teil zur Ribozymentdeckung übernehmen und ich habe mich gerade <b>____</b> mit den biologischen Rollen selbst-schneidender Ribzyme beschäftigt und könnte gerne diesen Abschnitt schreiben.	ausgiebig	unentwegtesten	rabiaten	zuschreiben
sie machte von dem Angebot <b>____</b> Gebrauch	ausgiebigen	abtrünnig	zugelegt	maues
einen <b>____</b> (ausgedehnten) Mittagsschlaf halten	ausgiebigen	zulegen	eitler	begehren
Sie hatten <b>____</b> gefrühstückt	ausgiebig	vervollständigte	trotzige	wappnen
Rupert Everett, der aus London kam und immer 'out' war, hatte eine Zeit lang schöne Erfolge in Hollywood, hat sich aber in den vergangenen 20 Jahren <b>____</b> darüber aufgeregt, wie begrenzt das Rollenangebot für offen schwule Darsteller sei. 	ausgiebig	vermag	zusammensetzen	einrichten
Bevor ich mit der Verlegung des Korkbodens beginne muss ich die Unebenheiten des Bodens durch eine flüssige Masse <b>____</b>	ausgleichen	geht	verkannt	verrenken
Ganze 2,4 Millionen Euro kostet den Verein [FC Kaiserslautern] die Miete für das Fritz-Walter-Stadion am berühmten Betzenberg […]. Höchstens 425.000 Euro könne der Verein, so verlautete aus seinen Reihen, nach dem ihm drohenden Abstieg in die dritte Liga noch zahlen. Doch wie soll diese Differenz <b>____</b> werden?	ausgeglichen	bete	traute	bestückt
Seit 2014 sinkt die Zahl europäischer Gäste in der Türkei. […] viele Hotelbesitzer in Antalya haben bereits damit begonnen, ihre Werbung auf Länder im Nahen Osten und auf den Balkan auszurichten, um ihre Verluste <b>____</b>.	auszugleichen	ausreißen	besonnener	windet
das Konto <b>____</b>	ausgleichen	vollstreckte	urig	winden
Ein Mediator versucht, die unterschiedlichen Interessen der sich streitenden Beteiligten <b>____</b>.	auszugleichen	mich	irregeführt	verherrlichten
Die Eltern müssen nicht nur ihre eigenen Interessen verfolgen, sondern sie müssen gleichzeitig für ihre Kinder sprechen und die Interessen der Kinder mit ihren eigenen Interessen <b>____</b>.	ausgleichen	zwangsläufig	ausufert	erfassen
Ich konnte meine Fünf in Mathe durch Zweien jeweils in Deutsch und Englisch <b>____</b>.	ausgleichen	eingeschlagen	aufgeführte	behoben
Die Schülerinnen und Schüler entdecken, wie menschliche Stärken und Schwächen einander <b>____</b> können.	ausgleichen	grantig	ausufern	herbeigeführt
Bei Durchfallerkrankungen muss man den Flüssigkeitsverlust schnell <b>____</b>.	ausgleichen	behelligen	ausgiebig	überlässt
die Ernährung kann ein Defizit [an Vitamin D] kaum <b>____</b>.	ausgleichen	entfallen	richten	antun
Das Hochspannungskabel hat eine Kapazität von 1400 Megawatt und soll die Stromschwankungen in Deutschland durch zunehmenden Wind- und Sonnenstrom <b>____</b>.	ausgleichen	griffen	kündigten	ergeht
Ein Handelskrieg wird immer wahrscheinlicher. Die aktuelle Nähe zu China kann aber für Deutschland die Kosten der Eiszeit mit den USA nur bedingt <b>____</b>.	ausgleichen	entnommen	ergattert	beimessen
Die Mannschaft konnte kurz vor Spielende zum 2:2 <b>____</b>.	ausgleichen	feilt	verhängnisvoller	weitläufige
Es gelang der Sportlerin wieder einmal, alle Gegnerinnen <b>____</b>.	auszuhebeln	drücken	aufweichen	anständiges
 die Verordnung wurde durch einen Gerichtsbeschluss wieder <b>____</b> [d.h. zu Fall gebracht].	ausgehebelt	verschlossen	einberufen	anmaßenden
einen Plan / eine Dummheit / eine List <b>____</b>	aushecken	überstürzen	mir	verschlingen
Was <b>____</b> die Jungen da nur wieder <b>____</b>?	hecken , aus	hämisch , währte	verzeichnen , zermürben	fühlen , verständigen
Christian Lindner hat eine Mission. Die Preise für Diesel und Benzin müssen wieder unter zwei Euro pro Liter liegen, sagt der Bundesfinanzminister. Dafür hat Lindner einen Plan <b>____</b>, der viele überraschte. Der Staat soll einen Tankrabatt gewähren, der an den Kassen der Tankstellen abgezogen wird. Von 30 oder 40 Cent pro Liter spricht Lindner. Das entlaste diejenigen, die aufs Auto angewiesen sind, wirke schneller, als wenn man Steuergesetze ändere, und sei 'bürokratieschonend', schrieb Lindner am Montag auf Twitter.	ausgeheckt	überschlagenen	haut	folgerichtiger
Im Krieg hat man die Kunstgegenstände <b>____</b>.	ausgelagert	verheerendes	nachsehen	knickte
Während der Renovierungsarbeiten werden temperaturempfindliche Werke in die Galerie nach Köln <b>____</b>.	ausgelagert	sezierte	bewährtes	bangt
Warenbestände <b>____</b>	auslagern	gebe	ausufert	auszuhebeln
Wenn Sie regelmäßig viele Artikel einlagern, <b>____</b> und umlagern, hilft Ihnen ein Warenwirtschaftssystem.	auslagern	vollziehen	gefälliges	einher
Ja, wir haben darüber gesprochen, die Produktion der Abdeckhauben <b>____</b>.	auszulagern	spöttischen	vorgebliche	gedenken
J. D. Vance tritt in den Raum und beginnt mit seiner eigenen Geschichte, erzählt von 'Mamaw' und 'Papaw' und wie sie sich Ende der 1940er in Middletown niederließen. Der Ton, in dem er spricht, ist ein anderer als der im Buch [in seinem Buch, hillbilly elegy], aggressiver, wütender. Die Jobs der Generation seiner Großeltern sind nicht einfach ins Ausland verschwunden, er sagt jetzt, sie seien von den 'Idioten in Washington' <b>____</b> worden an 'Länder, die uns hassen. Nach China.'	ausgelagert	darum	lauschte	verzierten
Der Boden war mit Teppich <b>____</b>.	ausgelegt	anständiger	garstige	vornherein
Ich kann das Geld <b>____</b>, du musst es mir aber möglichst schnell zurückzahlen.	auslegen	wies	begehre	zuwenden
Kannst du das Geld <b>____</b> die Kinokarte für mich <b>____</b>?	für , auslegen	zugelegt , belastbar	aufzuspüren , wuchtiger	frisiert , zwangsläufig
Die Fundamentalisten <b>____</b> die Worte der Bibel völlig anders <b>____</b>.	legen , aus	auszugleichen , ereifern	schwingen , grassiert	unterlassen , fühlt
Doch gibt es hier eine zweite Ebene: Kramp-Karrenbauer kann es sich eher leisten, das Profil der CDU gegen den Koalitionspartner zu schärfen, weil man es ihr nicht als verdeckten Machtkampf gegen Merkel <b>____</b> wird.	auslegen	biedere	mustert	verfing
Der Lehrer <b>____</b> die Arbeitsblätter auf dem Pult <b>____</b>.	legte , aus	bangen , kaschieren	bescheinigte , abwimmeln	lotet , zankenden
Wenn wir den Bären fangen wollen, sollten wir einen Köder <b>____</b>.	auslegen	mündete	zankt	ausmisten
Ich habe sein Lächeln <b>____</b> Zustimmung <b>____</b>.	als , ausgelegt	mustere , quirliger	kapern , verworfen	stürzt , unterläuft
Für so hohe Belastungen war die Maschine nicht <b>____</b>.	ausgelegt	behandelt	ausgeheckt	gehende
Weil das Land nicht mit dem syrischen Machthaber Baschar al-Assad zusammenarbeitet, kann Kairout aktuell nicht abgeschoben werden. Sie und ihre Kinder könnten aber in einem der dänischen Ausreisezentren landen. Dort dürfen Flüchtende weder arbeiten noch zur Schule gehen. 'Die Verhältnisse in diesen Zentren sind furchtbar. Sie sind <b>____</b> <b>____</b>, dass man keine Lust hat, dort zu wohnen', sagt Lemberg-Pedersen.	darauf , ausgelegt	fixe , belassen	nachgekommen , selbstgefälligen	verrannt , eingepreist
Grüne, Linke, aber auch SPD und FDP setzten sich im Folgenden für eine Abschaffung oder Änderung des Paragrafen ein. Sie argumentierten, dass diese restriktive <b>____</b> des Werbeverbots die Möglichkeiten für schwangere Frauen einschränkt, sich über eine Abtreibung zu informieren.	Auslegung	Unmittelbar	Trümmer	Vergnügens
Auf eine <b>____</b> kann verzichtet werden, wenn der Kreis der Betroffenen bekannt ist und ihnen innerhalb angemessener Frist Gelegenheit gegeben wird, den Plan einzusehen.	Auslegung	Pöbler	Verwerfungen	Ü
Früher wurde grundsätzlich mit einem Lot die Wassertiefe <b>____</b>.	ausgelotet	bewahren	tat	hinaus
Ecken muss der Maurer besonders penibel <b>____</b>, um spätere Reklamationen zu vermeiden.	ausloten	ausgeben	unbeholfen	einbüßen
Martin Schulz soll Chancen für Comeback <b>____</b>.	ausloten	exponierter	putzige	deswegen
Mein Sohn <b>____</b> ständig die Grenzen <b>____</b>, wie weit er bei Mama oder Papa gehen kann.	lotet , aus	aussondern , pfiffige	knickte , aushecken	absondern , ruchlose
Auf den Bahamas hat der Abenteurer [Apnoetaucher Tim Oehmigen aus Starzach bei Tübingen] nun seine Grenzen <b>____</b> – und den deutschen Rekord geknackt.	ausgelotet	vornherein	verborgene	eruieren
Man solle nicht auf das Glück warten, meint Wilhelm Schmid. Sondern die eigenen Möglichkeiten <b>____</b> und nutzen.	ausloten	verschanzte	artet	ergeht
Weltweit treten viele Menschen für Meinungsfreiheit und die Freiheit des Individuums ein. Oft sind es Künstler, die die Spielräume der Freiheit <b>____</b>.	ausloten	spannte	spannte	überstürzte
Auf der Frankfurter Buchmesse wird […] <b>____</b>, welches Potenzial die Digitalisierung eröffnet.	ausgelotet	urige	zankten	eingeschliffen
Als werdende Eltern haben Sie <b>____</b> vermutlich das Leben als Familie immer wieder <b>____</b> und Pläne für den Alltag mit einem Kind gemacht.	sich , ausgemalt	schmälern , grantige	entbehren , auszuarten	ausführen , irreführend
Er <b>____</b> <b>____</b> schon jetzt <b>____</b>, was er auf der Reise erleben wird.	malt , sich , aus	erschlägt , abspeisen , ß	beschwor , austricksen , hämisch	gerühmt , verorten , abgesetzt
Doch schon bei der Leipziger Querdenker-Demo am 7. November erstaunte mich die Häufigkeit, mit der das Thema Kinderschutz und eine mögliche Kindeswohlgefährdung durch staatliche Corona-Maßnahmen [im Sinne der QAnon Verschwörungstheorie] diskutiert wurde. 'Diskutiert' ist das falsche Wort, denn die Redner auf der Bühne <b>____</b> regelrechte Horrorszenarien von zerstörten Kinderseelen <b>____</b>.	malten , aus	anständig , anmutenden	erliegen , versteigert	vorgeben , eingeknickt
Sprache spürt man das Streben nach Belebung des Textes und <b>____</b> der literarischen Intentionen.	Ausmalung	Leinwand	Meineides	Weiche
eine Kirche, einen Saal <b>____</b>	ausmalen	gefälliges	geahndet	aufgehalten
Figuren in einem Malbuch <b>____</b>	ausmalen	absondern	die	kommen
Die <b>____</b> des Marktplatzes haben uns überrascht.	Ausmaße	List	Ansätze	Zulauf
Ein weiteres Ergebnis dieser Studie aus Michigan: Wie ein Unternehmen mit sexueller Belästigung umging, beeinflusste deren <b>____</b> stärker als zum Beispiel die sexuelle Orientierung der Männer.	Ausmaß	Rechtfertigung	Veralbern	Rüge
Die <b>____</b> der Zerstörungen im Kaukasuskonflikt sind aufgrund der Nachrichtenlage bisher nur andeutungsweise erkennbar.	Ausmaße	Würden	Ausschlag	Verhängnis
In welchem <b>____</b> die Veränderungen auch uns betreffen, kann man jetzt noch nicht abschätzen.	Ausmaß	Erliegen	Umgebt	Anreiz
seine alten Schulhefte / die Briefmarkensammlung <b>____</b>	ausmisten	nicht	kläglich	ergiebiger
Die Statuten gehören eigentlich mal <b>____</b>, die sind ja noch aus dem letzten Jahrhundert.	ausgemistet	erhabene	sträuben	verlassen
Sie ist jetzt 40 Jahre alt und lebt in einer Pflegeeinrichtung auf dem Land, wo sie einmal am Tag fleißig den Ziegenstall <b>____</b>.	ausmistet	ergehen	behelfe	traute
Nachdem sie das Pferd auf die Weide gebracht hatte, <b>____</b> sie den Stall <b>____</b>.	mistete , aus	beanstanden , gerühmt	aussetzen , speist	erliegen , fühlte
jemandem ein Haar <b>____</b>.	ausreißen	verschafft	knickte	beanstanden
Bei diesem Stoff <b>____</b> die Knöpfe leicht <b>____</b>.	reißen , aus	zog , irritiert	auflage , nörgelt	selbst , zuversichtlich
Die Tiere <b>____</b> <b>____</b> dem Feuer <b>____</b>.	rissen , vor , aus	abgespeist , ausgesetzt , trickste	haben , bändigt , eingeschliffen	dämlicher , überziehen , sezierte
Trump sei unter den Populisten ein <b>____</b>, sagt er, ein 'wahrer Nichtpolitiker'.	Ausreißer	Anstoß	Stelle	Maschen
Jemand hat die Haustür offen gelassen, und der Hund ist <b>____</b>.	ausgerissen	vorzugaukeln	gräßlichen	unterbreiten
Michael Müller hält Möglichkeiten der Politik für ‚<b>____</b>‘.	ausgereizt	griff	wurde	eingebüßt
‚Wir bekommen von unseren Kunden klar rückgespiegelt, dass die Fahrzeughersteller ihren Erfolg im weiteren <b>____</b> des Plattformkonzeptes sehen‘, sagt Lars Kräft.	Ausreizen	Getöse	Meineides	Vermächtnis
Die Windpocken verursachen einen juckenden <b>____</b> auf der Haut.	Ausschlag	Zugespitzt	Verhängnis	Würden
Der <b>____</b> des Zeigers machte den Techniker stutzig.	Ausschlag	Aufgebracht	Ausflucht	Ehre
Seine fortwährenden Unverschämtheiten aber gaben den <b>____</b> für seine Kündigung.	Ausschlag	Ausgewogenes	Hauch	Abschottung
Seine gute Kondition <b>____</b> den <b>____</b> <b>____</b> seinen Sieg.	gab , Ausschlag , für	ulkig , Belang , grantige	gerühmt , Erlass , abgerechnet	bewährtes , Angelegenheiten , beimessen
Bei welchen Temperaturen erfolgt der <b>____</b> der Fichten?	Ausschlag	Verdienst	Lesart	Kenntnis
jdm. einen Zahn <b>____</b>	ausschlagen	nötigte	schmälern	abgemüht
Obwohl ich ihm gern geholfen hätte, konnte ich nicht anders, als Peters Bitten <b>____</b>.	auszuschlagen	verfängt	zugeschlagen	karitative
Richard Socher: geboren in Dresden, studierte in Deutschland Informatik und promovierte vor gut zehn Jahren an der Stanford University in Kalifornien über künstliche Intelligenz. Er <b>____</b> eine Professur in Princeton <b>____</b>, um eine Firma zu gründen.	schlug , aus	schillerte , wandte	immerhin , überschlugen	gehörigen , verzerren
einen Schrank <b>____</b> Papier <b>____</b>.	mit , ausschlagen	desavouiert , unterstellen	unnachgiebig , stur	drängten , geben
ein Pendel , ein Zeiger <b>____</b> <b>____</b>	schlägt , aus	vorhalten , grassiert	keinen , ausufert	danach , gewittert
Das Pferd scheute und <b>____</b> nach allen Seiten <b>____</b>.	schlug , aus	beaufsichtigen , nachsehen	vermochten , erdrückende	lauschte , beanstandet
Die Bäume <b>____</b> <b>____</b>.	schlagen , aus	stehen , gen	hast , rangieren	leiste , ruft
Ich weiß, dass du viele Faktoren beachtet hast. Aber welcher war denn für deine Entscheidung letztlich <b>____</b>?	ausschlaggebend	beiwohnten	geht	stutzig
Bei einem Wert zwischen 22 Euro und 150 Euro sind die Sendungen zwar zollfrei. Bei der Feststellung, ob Wertgrenzen eingehalten sind, ist der Gesamtwert der Ware <b>____</b>. Entscheidend ist, welcher Betrag tatsächlich gezahlt wurde, um die Ware zu erhalten.	ausschlaggebend	drangsalierten	entbehren	lauschten
Für meine Berufswahl vor fünf Jahren waren meine Talente und das gute Entgelt in der Lehre <b>____</b>.	ausschlaggebend	verabschiedet	den	beharrliches
Sie verwies auf Umfragen, nach denen Paare angaben, daß die finanzielle Situation nur bedingt für einen Kinderwunsch <b>____</b> sei.	ausschlaggebend	lassen	sühnen	verwahren
Grüne und Linke sind mit dem Versuch gescheitert, eine Vernehmung von Edward Snowden im NSA-<b>____</b> zu erzwingen. 	Ausschuss	Ansätze	Drahtzieher	Ausmaß
Der <b>____</b> des Bundestags befasste sich mit der Spendenaffäre und befragte dazu den amtierenden Innenminister.	Ausschuss	Anstoßes	Maßstäbe	Engpass
Die Maschine war kaputt und produzierte nur noch <b>____</b>.	Ausschuss	Klamauk	Genugtuung	Strippenziehern
Am Bein meines Opas ist noch der <b>____</b> zu sehen, den er seit dem Krieg hat.	Ausschuss	Verrohung	Einlenken	Tu
Tierstationen nehmen verletzte Tiere auf, pflegen sie und <b>____</b> sie später wieder <b>____</b>.	setzen , aus	bringen , mahnt	verrenken , eitler	gewappnet , stürzten
jemanden auf einer einsamen Insel <b>____</b>	aussetzen	fügen	einzuspannen	nachgelassen
Ich möchte mal ein Spiel <b>____</b>. [eine Runde nicht mitspielen]	aussetzen	abzeichnen	abzuhalten	nachsichtig
ich muss eine Weile [wegen Krankheit] <b>____</b>	aussetzen	dämlicher	verkneifen	aufgezeigt
die Kur auf einige Zeit <b>____</b>. [seltenerer Gebrauch]	aussetzen	zumal	beaufsichtigen	lauerten
US-Präsident Donald Trump will unbedingt die Lohnnebenkosten <b>____</b>, mit denen die staatlichen Renten und die Krankenversicherung für Rentner finanziert werden.	aussetzen	folgerichtiger	alles	abgesondert
der Motor, der Atem, das Herz, die Musik <b>____</b> <b>____</b>	setzt , aus	garstige , vorhalten	macht , überzogen	umwerfende , erfassen
Um den Tätern auf die Spur zu kommen, wurde eine Belohnung <b>____</b>.	ausgesetzt	verpflichtet	schmälern	einkassieren
seinen Körper der Sonne <b>____</b>	aussetzen	verpflichtet	verzeichnet	drückt
hohen Beanspruchungen <b>____</b> sein	ausgesetzt	fühlte	aufgekratzt	ging
Dieser Aufgabe muss er <b>____</b> für eine Weile <b>____</b>.	sich , aussetzen	gesühnt , abrechnen	beschaulich , mitunter	trotzigem , verbautes
<b>____</b> Vorwürfen, einer Gefahr, dem Verdacht <b>____</b>	sich , aussetzen	widersprüchlich , irrwitzige	trösten , beschaulich	ausloten , stornierte
immer etwas [<b>____</b> jemandem] <b>____</b> <b>____</b>	an , auszusetzen , haben	sträuben , spitzt , ausgeheckt	gekommen , einrichten , veralbert	ungeniert , entwendet , entrannen
ich finde nichts, <b>____</b> <b>____</b> wenig [<b>____</b>] <b>____</b>]	es , gibt , daran , auszusetzen	gesetzt , gesetzt , unterlief , einbinden	umwerfende , gekommen , etwaige , wartet	gegangen , ein , flog , mühst
Eine Alternative scheint nicht offenzustehen – droht bei Versäumnis doch der Zwang zur ‚Triage‘, in der wir Menschen zum Sterbenlassen <b>____</b>, obwohl wir sie prinzipiell hätten retten können.	aussondern	beständig	vermag	hervorrufen
Dabei müsste auch rechtlich geprüft werden, ob Versicherer mit dem neuen Tarifmodell nicht das Prinzip der Versicherung sprengen – indem sie alle Risikokandidaten <b>____</b> und nur diejenigen versichern, die die wenigsten Probleme bereiten.	aussondern	urige	unterbreiten	schillerndsten
die wertvollsten Exemplare <b>____</b>	aussondern	ulkige	einhegten	kundige
geeignete Leute für eine Aufgabe <b>____</b>	aussondern	geraten	hast	verübelt
Ich habe mich von meiner Kollegin <b>____</b> lassen. Jetzt hat sie die Vertragsverlängerung und nicht ich.	austricksen	geißelte	verwaist	verbaute
Sie <b>____</b> ihre Gegnerin geschickt <b>____</b> und gewann den Tie-Break mit 7:6.	trickste , aus	abfedern , hadert	frisierte , anständiges	erlegen , überführt
Der mitgeführte Sand sedimentiert in Niedrigwasserphasen, wodurch das Flussbett höher wird. Dies führt dazu, dass der Fluss bei erhöhtem Wasserstand schneller <b>____</b> und Überflutungen häufig sind.	ausufert	gab	wand	überführt
Gerade jetzt im Frühjahr beginnen viele ein intensives Sportprogramm. Doch der Drang zu mehr Fitness kann <b>____</b>: Auch Sport kann zur Sucht werden.	ausufern	nachsehen	verkannt	nachkommen
Am Anfang war es kaum mehr als eine Fehde zwischen Nachbarn, ausgetragen mit Messern und Pistolen, eine Fehde, die schließlich in einen regelrechten Krieg <b>____</b>, mit Panzern, Flugzeugen und Raketen.	ausuferte	weitläufige	melden	walzt
den Teig auf dem Kuchenblech <b>____</b>	auswalzen	hervorgeht	erschlagen	kommen
die Geschichte wurde lang und breit <b>____</b>.	ausgewalzt	gönnen	beten	lauscht
Das Klein war falsch <b>____</b>.	ausgezeichnet	machst	federführend	vor
Sie wurde <b>____</b> dem Bundesverdienstkreuz <b>____</b>.	mit , ausgezeichnet	vollstrecken , geborgen	ruft , bestückten	abstellen , zielte
Besondere Zuverlässlichkeit <b>____</b> sie <b>____</b>	zeichnet , aus	kapern , stimmte	schlapp , nachsichtiger	gekränkt , unverkennbar
Hohe Leitfähigkeit <b>____</b> dieses Metall <b>____</b>.	zeichnet , aus	absprechen , ausführen	entlarvt , vollstrecken	mich , lässt
Das stellenweise sehr effektiv erzielte Ergebnis dieses Interviews ist, dass [der Interviewer] Sänger herausarbeitet, was Björn Höcke jenseits seiner zweifellos demagogischen Kapazitäten vor allem <b>____</b>: Er ist auch nur das, was er sonst anderen vorwirft – er ist ein Berufspolitiker, der sich berufspolitikerhaft windet, wenn man ihm höflich seriöse Fragen stellt.	auszeichnet	rangiert	rüttelte	vorherrschende
Er <b>____</b> <b>____</b> <b>____</b> <b>____</b>, dass er mehrere Sprachen spricht.	zeichnet , sich , dadurch , aus	zermürbende , verständigen , reüssierten , ausgehebelt	quirliges , entfällt , zeichnete , veralbern	wurde , geb , geborgen , einbringen
ein wildes Pferd <b>____</b>	bändigen	verübeln	hervorgeht	verblüffen
Am Montag haben es Lehrer oft schwer, die Kinder in der Schule zu <b>____</b>.	bändigen	verfochten	ein	aufgehe
einen Betrunkenen <b>____</b>.	bändigen	geraten	immerhin	aufzwingen
Sie war so aufgebracht, dass sie sich nicht mehr <b>____</b> konnte.	bändigen	stur	zerschlugen	zuzugreifen
Sie <b>____</b> ihre widerspenstigen Haare <b>____</b> einer Spange.	bändigt , mit	waghalsiges , verhängnisvoll	verrennen , überschlagen	angebiedert , vorenthalten
Die Chefredakteurin des [russischen] Staatssenders RT erklärte in der Woche des Überfalls [auf die Ukraine], sie könne ihre 'Emotionen, ja fast Euphorie, kaum noch <b>____</b>'. Margarita Simonjan rief live auf Sendung aus: 'Acht Jahre habe ich darauf gewartet. Und jetzt passiert es. Das ist wahres Glück!' Und nach dem Überfall ratterte sie: 'Die Armee marschiert. Was zu beweisen war! Danke dir, Vaterland!' Die Putin-Formeln werden aus dem Kreml direkt ins Staatsfernsehen geliefert und das Volk in Endlosschleife damit bombardiert.	bändigen	trotzig	zog	eckte
Er gab zu bedenken, dass etwa in Südafrika die Omikron-Welle mitten im Hochsommer steil gestiegen sei. Drosten sagte weiter, er gehe im Sommer in Deutschland zwar nicht davon aus, dass man eine '<b>____</b>' Welle sehen werde, aber 'man wird sich auch im Sommer mit diesem Omikron-Virus anstecken können'.	ungebändigte	gedenkt	sträubten	ausreißen
Versuche deinen Zorn zu <b>____</b>.	bändigen	fixe	angepeilten	keinen
Grüne mit acht Punkten Vorsprung derzeit stärkste Kraft: Einer Umfrage von Infratest dimap zufolge liegen die Grünen kurz vor der Landtagswahl deutlich vor der CDU. Die Linke muss <b>____</b> den Einzug in den Landtag <b>____</b>.	um , bangen	trotzig , vorgaukeln	aufgehalten , einrichten	beteuerte , aufführen
Die Geiseln <b>____</b> <b>____</b> ihr Leben.	bangen , um	begab , herausstellen	verwaist , erdrücken	hinfällig , packte
Mir <b>____</b> <b>____</b> <b>____</b> der Prüfung.	bangt , [es] , vor	desavouierte , verschlug , dämlicher	begehrt , entnommen , erliegen	verblüffen , anmahnen , entlarvte
<b>____</b> Fortschritte/eine <b>____</b> Geldsumme, Der Film hatte einen <b>____</b> Erfolg.	beachtliche , beachtliche , beachtlichen	eingehender , unterlassen , aufgehalten	drängten , einbüßen , zeichnete	unbehelligt , hinausläuft , eingehakt
Sein Ansehen als Politiker ist <b>____</b>.	beachtlich	beten	spannte	verschlang
Union und Linke vermissen Finanzierungspläne bei Rot-Grün-Gelb: Die unbeteiligten Parteien bewerten die Pläne von SPD, Grünen und FDP erwartungsgemäß skeptisch. Der Gewerkschaftsbund hingegen findet die Ampel-Vorhaben '<b>____</b>'.	beachtlich	beständigem	hält	eingegangen
Eine Leistung, ein Resultat ist <b>____</b>.	beachtlich	maßgeblich	aussondern	durchdrehen
Diese Baumängel müssen <b>____</b> werden.	beanstandet	einschlägigen	angepeilten	erlassen
An Ihrer Vorgehensweise habe ich überhaupt nichts zu <b>____</b>, aber an Ihrem Ton!	beanstanden	an	ß	putzig
Ein Beitrag von mir im Energieforum wurde <b>____</b>.	beanstandet	sühnte	ruppige	ahnden
Wenn das Kreditinstitut mehrere Depots für einen Anleger führt, wird es die Finanzverwaltung nicht <b>____</b>, wenn für jedes Depot ein gesonderter InvestmentanteilBestandsnachweis ausgestellt wird.	beanstanden	gezofft	ansetzte	fixe
die Schüler / jemandes Arbeit <b>____</b>	beaufsichtigen	beanstanden	beiwohnen	abartige
Das Haspelamt, dem der Haspelmeister (Haspelmeistergasse) vorstand, war dazu bestimmt, die kaiserlichen Jagdreviere (insbesondere Hasengehege) zu <b>____</b>.	beaufsichtigen	einräumen	vermochten	das
Da haben 'Gründerväter', sei es in Amerika, England, der Bundesrepublik Deutschland oder andernorts, aus der Geschichte lernend, jede Menge 'Sicherungen' und 'gegenseitige <b>____</b>' in ihre Verfassungen für moderne Demokratien geschrieben. Da wurden Legislative, Exekutive und Jurisdiktion getrennt, um diese Staatsform 'krisensicher' zu gestalten. Und nun stellt man weltweit und allgemein fest, dass diese 'Sicherheit' zwar eine hohe, aber eben doch nur eine relative ist.	Beaufsichtigungen	Trümmer	Anlauf	Anwärter
Ausländische Urkunden <b>____</b> häufig auch einer Beglaubigung durch die zuständige ausländische Behörde.	bedürfen	treiben	bei	unentwegt
Dazu <b>____</b> es größerer Anstrengungen.	bedarf	abgetanen	erfasst	fügen
Der Richter wurde als <b>____</b> vom weiteren Verfahren ausgeschlossen.	befangen	verständigt	ulkige	nichts
Beim ersten Rendezvous waren sie noch sehr <b>____</b>.	befangen	eingeschlagen	erliegen	zuzugreifen
Als Anna vorgestellt wurde, wich ihre <b>____</b> schnell dem Interesse an ihren neuen Klassenkameraden.	Befangenheit	Lappalie	Erfasst	Indiz
Er geht wie im Traum weiter, dann aber schüttelt er die <b>____</b> ab, als neben ihm, hoch oben auf den Stadtbahnbögen, eine S-Bahn vorüberrasselt.	Befangenheit	Beständigkeit	Masche	Kiez
Der Staatsanwalt unterstellt dem Richter <b>____</b>, weil er ein Stammtischbruder des Angeklagten sei.	Befangenheit	Lausch	Schraubdeckel	Unterstell
Das Wesen der <b>____</b> besteht in der Hemmung einer unparteiischen Entschließung durch unsachliche psychologische Motive.	Befangenheit	Eitelkeiten	Volte	Aufteilung
Ihre <b>____</b> ist labil.	Befindlichkeit	List	Setzt	Eklat
Aber die Diskussion um Özil, Erdoğan und das Foto hat so oder so deutsche <b>____</b> offengelegt. Es hat gezeigt, wie weit große Teile dieses Land sind, was den Umgang mit Menschen angeht, die nicht Thomas Müller heißen oder wie Toni Kroos aussehen.	Befindlichkeiten	Gemüt	Hauch	Scher
das in der Kasse <b>____</b> Geld wurde gestohlen	befindliche	behält	überheblich	dämlicher
die an der Macht <b>____</b> Partei	befindliche	unbeholfen	einzuräumen	beständig
Verstoß gegen die Gewaltenteilung [separation of powers / checks and balances]: Erst recht mangelt es der Exekutive [der Regierung] an einer solchen <b>____</b> hierfür – was ein Landtag nicht kann, kann ein Landesinnenminister schon gar nicht.	Befugnis	Gesetzes	Gegen	Zäsur
Er hat die <b>____</b>, die Sperrzone betreten zu dürfen.	Befugnis	Paniermehl	Ausreizen	Volte
Im Interesse der Sicherheit wird einem jede <b>____</b> entzogen und jede Eigeninitiative verboten.	Befugnis	Geborgenheit	Lest	Einschlag
Die <b>____</b> waren alle negativ und zeigten keinen Hinweis auf eine Erkrankung.	Befunde	Berufung	Versteigerung	Packt
